source	line_number	id	name	field_count	raw
/opt/msr/repo/msr/client_patches/test_5_21_dll_5_23_spells_storyline/NMS Client/spells_us.txt	40729	44006	Echo of Health	237	44006^Echo of Health^PLAYER_1^Echo of Health^^^You begin to regenerate.^ begins to regenerate.^You have stopped regenerating.^0^60^0^0^6000^1500^1500^10^2400^0^650^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^16^0^118^2007^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^100^100^100^100^100^109^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^0^254^41^5^5^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^1^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^118^0^0^0^0^1^0^0^0^0^0^3441^79^43^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-117^25^10^205^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^0^0^-1^0^0^0^5^5^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
/opt/msr/repo/msr/client_patches/test_5_21_dll_5_23_spells_storyline/NMS Client/spells_us.txt	40730	44007	Echo of Luck	237	44007^Echo of Luck^PLAYER_1^Echo of Luck^^^You are surrounded by an aura of unimaginable fortune^is surrounded by an aura of unimaginable fortune^aura of unimaginable fortune fades^100^0^0^0^2500^1500^1500^10^2400^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^12^0^0^0^0^0^0^0^0^0^0^0^2516^2057^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^109^100^100^100^100^100^100^100^100^100^100^100^0^1^1^1^254^254^254^254^254^254^254^254^254^254^254^254^5^25^4^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^100^0^103^0^0^0^0^1^0^0^0^0^1^1050881^0^0^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^5^101^24^65^7^65^0^0^0^0^3^220^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^13^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/Resources/spells_us.txt	40723	44000	Echo of Experience	237	44000^Echo of Experience^BLUE_TRAIL^^^ gains an edge.^Your thoughts quicken.^^Your mind returns to normal.^0^0^0^0^3000^0^0^3600^2400^0^0^0^0^0^0^0^0^0^0^0^0^25^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^100^100^100^100^100^100^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^337^254^6^0^98^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^-1^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^12^0^0^0^0^1^0^0^0^0^0^0^0^0^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^0^100^0^0^3600^300^0^0^0^1^0^50^0^0^0^0^0^0^0^0^1^0^1^1^0^0^0^1^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^39^-1^-1^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/Resources/spells_us.txt	40724	44001	Echo of Armor	237	44001^Echo of Armor^PLAYER_1^^^^You are filled with virtue.^'s eyes gleam with virtue.^Your virtue fades.^100^100^0^0^24000^1500^1500^3^2400^0^2500^0^0^0^0^0^0^0^0^0^0^105^46^0^0^0^0^0^0^0^0^0^0^0^0^0^0^1405^241^2405^0^0^0^0^0^1405^241^0^2012^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^203^100^100^100^100^100^20^3^0^1^0^0^254^254^254^254^254^254^254^254^254^254^69^1^41^0^4^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^132^0^0^0^0^1^0^0^0^0^0^3479^45^1^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-144^168^3^1500^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^32^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/Resources/spells_us.txt	40725	44002	Echo of Statistics	237	44002^Echo of Statistics^PLAYER_1^^^^You feel focused.^ looks focused.^Your focus fades.^100^100^0^0^13000^3000^1500^3^2400^0^1800^0^0^0^0^0^0^0^0^0^0^0^105^0^0^0^0^0^0^0^0^0^0^0^0^544^544^0^75^70^75^70^65^65^65^65^755^0^2056^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^201^201^1^1^1^1^10^0^1^0^0^254^254^254^254^254^254^254^4^8^9^10^69^41^0^5^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^130^0^0^0^0^1^0^0^0^0^0^3397^45^87^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-144^165^3^800^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^32^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/Resources/spells_us.txt	40726	44003	Echo of Speed	237	44003^Echo of Speed^PLAYER_1^^^^Your feet move faster.^^You slow down.^0^150^0^0^0^0^0^4^2400^0^0^0^0^0^0^0^0^0^0^0^0^15^0^0^0^0^0^0^0^0^0^0^0^0^0^65^0^0^0^0^0^0^0^0^0^65^0^4^2010^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^102^100^100^100^100^100^100^100^100^100^102^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^3^254^41^5^70^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^43^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^4^0^0^0^0^1^0^0^0^0^0^12712^125^65^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-42^133^-57^42^4^25^0^0^0^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^180^0^1^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^40^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/Resources/spells_us.txt	40727	44004	Echo of Mana	237	44004^Echo of Mana^PLAYER_1^^^^Your mind eases with thoughts of tranquility.^'s mind eases with thoughts of tranquility.^Your mind returns to normal.^100^100^0^0^12000^1500^1500^3^2400^0^1200^0^0^0^0^0^0^0^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^275^18^28^28^0^0^0^0^0^0^18^0^0^2076^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^100^100^100^100^100^109^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^97^254^41^5^5^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^49^0^6^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^21^0^0^0^0^1^0^0^0^0^0^3360^79^59^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-144^85^3^800^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^36^64892^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/Resources/spells_us.txt	40728	44005	Echo of Haste	237	44005^Echo of Haste^PLAYER_1^^^^Your body pulses with the spirit of the Shissar.^'s body pulses with the spirit of the Shissar.^Your body slows.^0^100^0^0^9000^1500^1500^3^2400^0^560^0^0^0^0^0^0^0^0^0^0^115^0^0^0^0^0^0^0^0^0^0^0^0^0^166^40^0^0^0^40^0^0^0^0^160^0^0^2124^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^100^100^100^100^100^1^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^11^254^41^0^5^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^7^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^134^0^0^0^0^1^0^0^0^0^0^2895^125^41^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-102^35^3^300^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^38^99258^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/Resources/spells_us.txt	40729	44006	Echo of Health	237	44006^Echo of Health^PLAYER_1^Echo of Health^^^You begin to regenerate.^ begins to regenerate.^You have stopped regenerating.^0^60^0^0^6000^1500^1500^10^2400^0^650^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^16^0^118^2007^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^100^100^100^100^100^109^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^0^254^41^5^5^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^1^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^118^0^0^0^0^1^0^0^0^0^0^3441^79^43^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-117^25^10^205^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^0^0^-1^0^0^0^5^5^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/Resources/spells_us.txt	40730	44007	Echo of Luck	237	44007^Echo of Luck^PLAYER_1^Echo of Luck^^^You are surrounded by an aura of unimaginable fortune^is surrounded by an aura of unimaginable fortune^aura of unimaginable fortune fades^100^0^0^0^2500^1500^1500^10^2400^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^12^0^0^0^0^0^0^0^0^0^0^0^2516^2057^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^109^100^100^100^100^100^100^100^100^100^100^100^0^1^1^1^254^254^254^254^254^254^254^254^254^254^254^254^5^25^4^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^100^0^103^0^0^0^0^1^0^0^0^0^0^1050881^0^0^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^5^101^24^65^7^65^0^0^0^0^3^220^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^13^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/spells_us.txt	40723	44000	Echo of Experience	237	44000^Echo of Experience^BLUE_TRAIL^^^ gains an edge.^Your thoughts quicken.^^Your mind returns to normal.^0^0^0^0^3000^0^0^3600^2400^0^0^0^0^0^0^0^0^0^0^0^0^25^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^100^100^100^100^100^100^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^337^254^6^0^98^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^-1^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^12^0^0^0^0^1^0^0^0^0^0^0^0^0^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^0^100^0^0^3600^300^0^0^0^1^0^50^0^0^0^0^0^0^0^0^1^0^1^1^0^0^0^1^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^39^-1^-1^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/spells_us.txt	40724	44001	Echo of Armor	237	44001^Echo of Armor^PLAYER_1^^^^You are filled with virtue.^'s eyes gleam with virtue.^Your virtue fades.^100^100^0^0^24000^1500^1500^3^2400^0^2500^0^0^0^0^0^0^0^0^0^0^105^46^0^0^0^0^0^0^0^0^0^0^0^0^0^0^1405^241^2405^0^0^0^0^0^1405^241^0^2012^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^203^100^100^100^100^100^20^3^0^1^0^0^254^254^254^254^254^254^254^254^254^254^69^1^41^0^4^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^132^0^0^0^0^1^0^0^0^0^0^3479^45^1^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-144^168^3^1500^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^32^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/spells_us.txt	40725	44002	Echo of Statistics	237	44002^Echo of Statistics^PLAYER_1^^^^You feel focused.^ looks focused.^Your focus fades.^100^100^0^0^13000^3000^1500^3^2400^0^1800^0^0^0^0^0^0^0^0^0^0^0^105^0^0^0^0^0^0^0^0^0^0^0^0^544^544^0^75^70^75^70^65^65^65^65^755^0^2056^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^201^201^1^1^1^1^10^0^1^0^0^254^254^254^254^254^254^254^4^8^9^10^69^41^0^5^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^130^0^0^0^0^1^0^0^0^0^0^3397^45^87^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-144^165^3^800^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^32^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/spells_us.txt	40726	44003	Echo of Speed	237	44003^Echo of Speed^PLAYER_1^^^^Your feet move faster.^^You slow down.^0^150^0^0^0^0^0^4^2400^0^0^0^0^0^0^0^0^0^0^0^0^15^0^0^0^0^0^0^0^0^0^0^0^0^0^65^0^0^0^0^0^0^0^0^0^65^0^4^2010^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^102^100^100^100^100^100^100^100^100^100^102^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^3^254^41^5^70^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^43^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^4^0^0^0^0^1^0^0^0^0^0^12712^125^65^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-42^133^-57^42^4^25^0^0^0^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^180^0^1^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^40^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/spells_us.txt	40727	44004	Echo of Mana	237	44004^Echo of Mana^PLAYER_1^^^^Your mind eases with thoughts of tranquility.^'s mind eases with thoughts of tranquility.^Your mind returns to normal.^100^100^0^0^12000^1500^1500^3^2400^0^1200^0^0^0^0^0^0^0^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^275^18^28^28^0^0^0^0^0^0^18^0^0^2076^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^100^100^100^100^100^109^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^97^254^41^5^5^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^49^0^6^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^21^0^0^0^0^1^0^0^0^0^0^3360^79^59^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-144^85^3^800^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^36^64892^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/spells_us.txt	40728	44005	Echo of Haste	237	44005^Echo of Haste^PLAYER_1^^^^Your body pulses with the spirit of the Shissar.^'s body pulses with the spirit of the Shissar.^Your body slows.^0^100^0^0^9000^1500^1500^3^2400^0^560^0^0^0^0^0^0^0^0^0^0^115^0^0^0^0^0^0^0^0^0^0^0^0^0^166^40^0^0^0^40^0^0^0^0^160^0^0^2124^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^100^100^100^100^100^1^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^11^254^41^0^5^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^7^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^134^0^0^0^0^1^0^0^0^0^0^2895^125^41^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-102^35^3^300^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^38^99258^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/spells_us.txt	40729	44006	Echo of Health	237	44006^Echo of Health^PLAYER_1^Echo of Health^^^You begin to regenerate.^ begins to regenerate.^You have stopped regenerating.^0^60^0^0^6000^1500^1500^10^2400^0^650^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^16^0^118^2007^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^100^100^100^100^100^109^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^0^254^41^5^5^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^1^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^118^0^0^0^0^1^0^0^0^0^0^3441^79^43^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-117^25^10^205^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^0^0^-1^0^0^0^5^5^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
Multiclass-Patch_5-21-UPDATE-FILES.zip:NMS Client/spells_us.txt	40730	44007	Echo of Luck	237	44007^Echo of Luck^PLAYER_1^Echo of Luck^^^You are surrounded by an aura of unimaginable fortune^is surrounded by an aura of unimaginable fortune^aura of unimaginable fortune fades^100^0^0^0^2500^1500^1500^10^2400^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^12^0^0^0^0^0^0^0^0^0^0^0^2516^2057^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^109^100^100^100^100^100^100^100^100^100^100^100^0^1^1^1^254^254^254^254^254^254^254^254^254^254^254^254^5^25^4^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^100^0^103^0^0^0^0^1^0^0^0^0^0^1050881^0^0^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^5^101^24^65^7^65^0^0^0^0^3^220^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^13^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
NMS_Client_Patch_5-23-2026.zip:NMS_Client_Patch_5-23-2026/NMS Client/Resources/spells_us.txt	40723	44000	Echo of Experience	237	44000^Echo of Experience^BLUE_TRAIL^^^ gains an edge.^Your thoughts quicken.^^Your mind returns to normal.^0^0^0^0^3000^0^0^3600^2400^0^0^0^0^0^0^0^0^0^0^0^0^25^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^100^100^100^100^100^100^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^337^254^6^0^98^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^-1^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^12^0^0^0^0^1^0^0^0^0^1^0^0^0^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^0^100^0^0^3600^300^0^0^0^1^0^50^0^0^0^0^0^0^0^0^1^0^1^1^0^0^0^1^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^39^-1^-1^1^0^0^1^0^1^0^0^0^0^0^0
NMS_Client_Patch_5-23-2026.zip:NMS_Client_Patch_5-23-2026/NMS Client/Resources/spells_us.txt	40724	44001	Echo of Power	237	44001^Echo of Power^PLAYER_1^^^^You are filled with absolute power.^'s eyes gleam with absolute power.^Your absolute power fades.^100^100^0^0^24000^1500^1500^3^2400^0^2500^0^0^0^0^2^0^115^105^0^0^105^46^0^0^0^0^0^0^0^0^0^0^0^0^65^65^65^65^18^16^160^1405^0^0^1405^241^0^2012^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^1^1^1^1^109^109^1^20^100^100^20^3^0^1^0^0^4^7^5^6^15^0^11^97^254^254^69^1^41^0^4^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^132^0^0^0^0^1^0^0^0^0^1^3479^45^1^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-144^168^3^1500^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^32^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
NMS_Client_Patch_5-23-2026.zip:NMS_Client_Patch_5-23-2026/NMS Client/Resources/spells_us.txt	40725	44002	Echo of Statistics	237	44002^Echo of Statistics^PLAYER_1^^^^You feel focused.^ looks focused.^Your focus fades.^100^100^0^0^13000^3000^1500^3^2400^0^1800^0^0^0^0^0^0^0^0^0^0^0^105^0^0^0^0^0^0^0^0^0^0^0^0^544^544^0^75^70^75^70^65^65^65^65^755^0^2056^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^201^201^1^1^1^1^10^0^1^0^0^254^254^254^254^254^254^254^4^8^9^10^69^41^0^5^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^130^0^0^0^0^1^0^0^0^0^0^3397^45^87^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-144^165^3^800^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^32^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
NMS_Client_Patch_5-23-2026.zip:NMS_Client_Patch_5-23-2026/NMS Client/Resources/spells_us.txt	40726	44003	Echo of Speed	237	44003^Echo of Speed^PLAYER_1^^^^Your feet move faster.^^You slow down.^0^150^0^0^0^0^0^4^2400^0^0^0^0^0^0^0^0^0^0^0^0^15^0^0^0^0^0^0^0^0^0^0^0^0^0^65^0^0^0^0^0^0^0^0^0^65^0^4^2010^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^102^100^100^100^100^100^100^100^100^100^102^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^3^254^41^5^70^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^0^0^43^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^4^0^0^0^0^1^0^0^0^0^1^12712^125^65^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-42^133^-57^42^4^25^0^0^0^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^180^0^1^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^40^-1^0^1^0^0^1^0^1^0^0^0^0^0^0
NMS_Client_Patch_5-23-2026.zip:NMS_Client_Patch_5-23-2026/NMS Client/Resources/spells_us.txt	40727	44004	Echo of Mana	237	44004^Echo of Mana^PLAYER_1^^^^Your mind eases with thoughts of tranquility.^'s mind eases with thoughts of tranquility.^Your mind returns to normal.^100^100^0^0^12000^1500^1500^3^2400^0^1200^0^0^0^0^0^0^0^0^0^0^2^0^0^0^0^0^0^0^0^0^0^0^0^0^275^18^28^28^0^0^0^0^0^0^18^0^0^2076^-1^-1^-1^-1^1^1^1^1^-1^-1^-1^-1^100^100^100^100^100^100^100^100^100^100^109^100^0^1^0^0^254^254^254^254^254^254^254^254^254^254^15^254^41^5^5^-1^0^0^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^254^0^49^0^6^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^0^21^0^0^0^0^1^0^0^0^0^0^3360^79^59^0^0^0^0^0^100^0^0^0^0^0^0^0^0^0^0^0^0^0^-87^136^-144^85^3^800^0^0^1^0^0^50^0^0^0^0^0^0^0^0^0^0^1^1^0^0^0^0^0^-1^0^0^0^1^0^0^1^1^1^0^-1^0^0^0^1^36^64892^0^1^0^0^1^0^1^0^0^0^0^0^0
